air_basin,burn_day_decision_code,date,description
Mountain Counties South,F,1/30/2023,Fair
Lake Tahoe,B,1/30/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,1/30/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,1/30/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,1/30/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,1/30/2023,
North Coast High,F,1/31/2023,Fair
North Coast Low,B,1/31/2023,Permissive Burn Day Decision 
Lake County  ,B,1/31/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,1/31/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,1/31/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,1/31/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,1/31/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,1/31/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,1/31/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,1/31/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,1/31/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,1/31/2023,Permissive Burn Day Decision 
South Central Coast High,B,1/31/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,1/31/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,1/31/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,1/31/2023,Permissive Burn Day Decision 
South Coast,B,1/31/2023,Permissive Burn Day Decision 
San Diego West High,B,1/31/2023,Permissive Burn Day Decision 
San Diego West Low,NB,1/31/2023,No-Burn Day Decision
Mojave Desert,B,1/31/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,1/31/2023,Permissive Burn Day Decision 
Sacramento Valley High,F,1/31/2023,Fair
Sacramento Valley Low,2,1/31/2023,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,1/31/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,F,1/31/2023,Fair
Mountain Counties North,F,1/31/2023,Fair
Mountain Counties South,F,1/31/2023,Fair
Lake Tahoe,B,1/31/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,1/31/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,1/31/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,1/31/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,1/31/2023,
North Coast High,F,2/1/2023,Fair
North Coast Low,B,2/1/2023,Permissive Burn Day Decision 
Lake County  ,B,2/1/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/1/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/1/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/1/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/1/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/1/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/1/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/1/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/1/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/1/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/1/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/1/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/1/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/1/2023,Permissive Burn Day Decision 
South Coast,B,2/1/2023,Permissive Burn Day Decision 
San Diego West High,B,2/1/2023,Permissive Burn Day Decision 
San Diego West Low,B,2/1/2023,Permissive Burn Day Decision 
Mojave Desert,B,2/1/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/1/2023,Permissive Burn Day Decision 
Sacramento Valley High,F,2/1/2023,Fair
Sacramento Valley Low,2,2/1/2023,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/1/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,F,2/1/2023,Fair
Mountain Counties North,F,2/1/2023,Fair
Mountain Counties South,F,2/1/2023,Fair
Lake Tahoe,B,2/1/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/1/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/1/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/1/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/1/2023,
North Coast High,G,2/2/2023,Good
North Coast Low,B,2/2/2023,Permissive Burn Day Decision 
Lake County  ,B,2/2/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/2/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/2/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/2/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/2/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/2/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/2/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/2/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/2/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/2/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/2/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/2/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/2/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/2/2023,Permissive Burn Day Decision 
South Coast,B,2/2/2023,Permissive Burn Day Decision 
San Diego West High,B,2/2/2023,Permissive Burn Day Decision 
San Diego West Low,B,2/2/2023,Permissive Burn Day Decision 
Mojave Desert,B,2/2/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/2/2023,Permissive Burn Day Decision 
Sacramento Valley High,G,2/2/2023,Good
Sacramento Valley Low,2,2/2/2023,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/2/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,2/2/2023,Good
Mountain Counties North,G,2/2/2023,Good
Mountain Counties South,G,2/2/2023,Good
Lake Tahoe,B,2/2/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/2/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/2/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/2/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/2/2023,
North Coast High,S,2/3/2023,Superior
North Coast Low,B,2/3/2023,Permissive Burn Day Decision 
Lake County  ,B,2/3/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/3/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/3/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/3/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/3/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/3/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/3/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/3/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/3/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/3/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/3/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/3/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/3/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/3/2023,Permissive Burn Day Decision 
South Coast,B,2/3/2023,Permissive Burn Day Decision 
San Diego West High,B,2/3/2023,Permissive Burn Day Decision 
San Diego West Low,B,2/3/2023,Permissive Burn Day Decision 
Mojave Desert,B,2/3/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/3/2023,Permissive Burn Day Decision 
Sacramento Valley High,G,2/3/2023,Good
Sacramento Valley Low,2.5,2/3/2023,"The Number of Acres Allocated (in 1,000's)"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/3/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,2/3/2023,Good
Mountain Counties North,G,2/3/2023,Good
Mountain Counties South,G,2/3/2023,Good
Lake Tahoe,B,2/3/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/3/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/3/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/3/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/3/2023,
North Coast High,G,2/4/2023,Good
North Coast Low,B,2/4/2023,Permissive Burn Day Decision 
Lake County  ,B,2/4/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/4/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/4/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/4/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/4/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/4/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/4/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/4/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/4/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/4/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/4/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/4/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/4/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/4/2023,Permissive Burn Day Decision 
South Coast,B,2/4/2023,Permissive Burn Day Decision 
San Diego West High,B,2/4/2023,Permissive Burn Day Decision 
San Diego West Low,B,2/4/2023,Permissive Burn Day Decision 
Mojave Desert,B,2/4/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/4/2023,Permissive Burn Day Decision 
Sacramento Valley High,G,2/4/2023,Good
Sacramento Valley Low,2W,2/4/2023,"The Number of Acres Allocated (in 1,000's) - Wet Conditions"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/4/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,2/4/2023,Good
Mountain Counties North,G,2/4/2023,Good
Mountain Counties South,G,2/4/2023,Good
Lake Tahoe,B,2/4/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/4/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/4/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/4/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/4/2023,
North Coast High,G,2/5/2023,Good
North Coast Low,B,2/5/2023,Permissive Burn Day Decision 
Lake County  ,B,2/5/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/5/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/5/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/5/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/5/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/5/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/5/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/5/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/5/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/5/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/5/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/5/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/5/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/5/2023,Permissive Burn Day Decision 
South Coast,B,2/5/2023,Permissive Burn Day Decision 
San Diego West High,B,2/5/2023,Permissive Burn Day Decision 
San Diego West Low,B,2/5/2023,Permissive Burn Day Decision 
Mojave Desert,B,2/5/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/5/2023,Permissive Burn Day Decision 
Sacramento Valley High,G,2/5/2023,Good
Sacramento Valley Low,2W,2/5/2023,"The Number of Acres Allocated (in 1,000's) - Wet Conditions"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/5/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,2/5/2023,Good
Mountain Counties North,G,2/5/2023,Good
Mountain Counties South,G,2/5/2023,Good
Lake Tahoe,B,2/5/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/5/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/5/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/5/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/5/2023,
North Coast High,G,2/6/2023,Good
North Coast Low,B,2/6/2023,Permissive Burn Day Decision 
Lake County  ,B,2/6/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/6/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/6/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/6/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/6/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/6/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/6/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/6/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/6/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/6/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/6/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/6/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/6/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/6/2023,Permissive Burn Day Decision 
South Coast,B,2/6/2023,Permissive Burn Day Decision 
San Diego West High,B,2/6/2023,Permissive Burn Day Decision 
San Diego West Low,B,2/6/2023,Permissive Burn Day Decision 
Mojave Desert,B,2/6/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/6/2023,Permissive Burn Day Decision 
Sacramento Valley High,G,2/6/2023,Good
Sacramento Valley Low,2w,2/6/2023,"The Number of Acres Allocated (in 1,000's) - Wet Conditions"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/6/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,G,2/6/2023,Good
Mountain Counties North,G,2/6/2023,Good
Mountain Counties South,G,2/6/2023,Good
Lake Tahoe,B,2/6/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/6/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/6/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/6/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/6/2023,
North Coast High,F,2/7/2023,Fair
North Coast Low,B,2/7/2023,Permissive Burn Day Decision 
Lake County  ,B,2/7/2023,Permissive Burn Day Decision 
San Francisco Bay North High,B,2/7/2023,Permissive Burn Day Decision 
San Francisco Bay North Low,B,2/7/2023,Permissive Burn Day Decision 
San Francisco Bay South High,B,2/7/2023,Permissive Burn Day Decision 
San Francisco Bay South Low,B,2/7/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal High,B,2/7/2023,Permissive Burn Day Decision 
San Francisco Bay Coastal Low,B,2/7/2023,Permissive Burn Day Decision 
North Central Coast Coastal,B,2/7/2023,Permissive Burn Day Decision 
North Central Coast Inland,B,2/7/2023,Permissive Burn Day Decision 
North Central Coast San Lorenzo Valley,B,2/7/2023,Permissive Burn Day Decision 
South Central Coast High,B,2/7/2023,Permissive Burn Day Decision 
South Central Coast South Low,B,2/7/2023,Permissive Burn Day Decision 
South Central Coast North Low (Coastal),B,2/7/2023,Permissive Burn Day Decision 
South Central Coast North Low (Inland),B,2/7/2023,Permissive Burn Day Decision 
South Coast,B,2/7/2023,Permissive Burn Day Decision 
San Diego West High,B,2/7/2023,Permissive Burn Day Decision 
San Diego West Low,NB,2/7/2023,No-Burn Day Decision
Mojave Desert,B,2/7/2023,Permissive Burn Day Decision 
Salton Sea and San Diego East,B,2/7/2023,Permissive Burn Day Decision 
Sacramento Valley High,G,2/7/2023,Good
Sacramento Valley Low,2w,2/7/2023,"The Number of Acres Allocated (in 1,000's) - Wet Conditions"
San Joaquin Valley Authorized VOC / PM10 / NOx,0,2/7/2023,"Number of Tons - Volatile Organic Compound, Particulate Matter, or NOx"
Northeast Plateau,F,2/7/2023,Fair
Mountain Counties North,F,2/7/2023,Fair
Mountain Counties South,F,2/7/2023,Fair
Lake Tahoe,B,2/7/2023,Permissive Burn Day Decision 
Great Basin Valleys North,B,2/7/2023,Permissive Burn Day Decision 
Great Basin Valleys South,B,2/7/2023,Permissive Burn Day Decision 
Bay Area Fall / Spring Tule Burn Allocation (Acres),,2/7/2023,Acres
"*Elevation Other Than 3,000 Feet (1,000's of Feet)",,2/7/2023,
